source_label;filter;file_count;ngram_2;ngram_3;ngram_4
GalaxyS3_ORIGINAL;{'model': 'GalaxyS3', 'processing': 'ORIGINAL'};3;avc1avcCavcCpaspco64freeco64trakdinfdrefdrefstblesdssttsfreemdatftypmoovhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakmvhdudtapaspsttssmhddinfstblstsdstscco64stsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdudta©xyzvmhddinf©xyztrak;avc1avcCpaspavcCpaspsttsco64freemdatco64traktkhddinfdrefstbldrefstblstsdesdssttsstszftypmoovmvhdhdlrminfsmhdhdlrminfvmhdmdhdhdlrminfmdiamdhdhdlrminfsmhddinfminfvmhddinfmoovmvhdtrakmoovmvhdudtamp4aesdssttsmvhdtraktkhdmvhdudta©xyzpaspsttsstsssmhddinfdrefstblstsdavc1stblstsdmp4astscco64freestscco64trakstsdavc1avcCstsdmp4aesdsstssstszstscstszstscco64sttsstssstszsttsstszstsctkhdmdiamdhdtraktkhdmdiaudta©xyztrakvmhddinfdref©xyztraktkhd;avc1avcCpaspsttsavcCpaspsttsstssco64traktkhdmdiadinfdrefstblstsddrefstblstsdavc1drefstblstsdmp4aesdssttsstszstscftypmoovmvhdtrakftypmoovmvhdudtahdlrminfsmhddinfhdlrminfvmhddinfmdhdhdlrminfsmhdmdhdhdlrminfvmhdmdiamdhdhdlrminfminfsmhddinfdrefminfvmhddinfdrefmoovmvhdtraktkhdmoovmvhdudta©xyzmp4aesdssttsstszmvhdtraktkhdmdiamvhdudta©xyztrakpaspsttsstssstszsmhddinfdrefstblstblstsdavc1avcCstblstsdmp4aesdsstscco64freemdatstscco64traktkhdstsdavc1avcCpaspstsdmp4aesdssttsstssstszstscco64stszstscco64freestszstscco64traksttsstssstszstscsttsstszstscco64tkhdmdiamdhdhdlrtraktkhdmdiamdhdudta©xyztraktkhdvmhddinfdrefstbl©xyztraktkhdmdia
GalaxyS3Mini_ORIGINAL;{'model': 'GalaxyS3Mini', 'processing': 'ORIGINAL'};6;avc1avcCavcCsttsdinfdrefdrefstblesdssttsftypmdathdlrminfmdatmoovmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdudtasmhddinfsmrdsmtasmtatrakstblstsdstcotrakstscstcostsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdudtasmrdvmhddinf;avc1avcCsttsavcCsttsstssdinfdrefstbldrefstblstsdesdssttsstszftypmdatmoovhdlrminfsmhdhdlrminfvmhdmdatmoovmvhdmdhdhdlrminfmdiamdhdhdlrminfsmhddinfminfvmhddinfmoovmvhdudtamp4aesdssttsmvhdudtasmrdsmhddinfdrefsmrdsmtatraksmtatraktkhdstblstsdavc1stblstsdmp4astcotraktkhdstscstcotrakstsdavc1avcCstsdmp4aesdsstssstszstscstszstscstcosttsstssstszsttsstszstsctkhdmdiamdhdtraktkhdmdiaudtasmrdsmtavmhddinfdref;avc1avcCsttsstssavcCsttsstssstszdinfdrefstblstsddrefstblstsdavc1drefstblstsdmp4aesdssttsstszstscftypmdatmoovmvhdhdlrminfsmhddinfhdlrminfvmhddinfmdatmoovmvhdudtamdhdhdlrminfsmhdmdhdhdlrminfvmhdmdiamdhdhdlrminfminfsmhddinfdrefminfvmhddinfdrefmoovmvhdudtasmrdmp4aesdssttsstszmvhdudtasmrdsmtasmhddinfdrefstblsmrdsmtatraktkhdsmtatraktkhdmdiastblstsdavc1avcCstblstsdmp4aesdsstcotraktkhdmdiastscstcotraktkhdstsdavc1avcCsttsstsdmp4aesdssttsstssstszstscstcostszstscstcotraksttsstssstszstscsttsstszstscstcotkhdmdiamdhdhdlrtraktkhdmdiamdhdudtasmrdsmtatrakvmhddinfdrefstbl
GalaxyS4Mini_ORIGINAL;{'model': 'GalaxyS4Mini', 'processing': 'ORIGINAL'};3;SDLNsmrdavc1avcCavcCsttsdinfdrefdrefstblesdssttsftypmdathdlrminfmdatmoovmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdudtasmhddinfsmrdsmtasmtatrakstblstsdstcotrakstscstcostsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdudtaSDLNvmhddinf;SDLNsmrdsmtaavc1avcCsttsavcCsttsstssdinfdrefstbldrefstblstsdesdssttsstszftypmdatmoovhdlrminfsmhdhdlrminfvmhdmdatmoovmvhdmdhdhdlrminfmdiamdhdhdlrminfsmhddinfminfvmhddinfmoovmvhdudtamp4aesdssttsmvhdudtaSDLNsmhddinfdrefsmrdsmtatraksmtatraktkhdstblstsdavc1stblstsdmp4astcotraktkhdstscstcotrakstsdavc1avcCstsdmp4aesdsstssstszstscstszstscstcosttsstssstszsttsstszstsctkhdmdiamdhdtraktkhdmdiaudtaSDLNsmrdvmhddinfdref;SDLNsmrdsmtatrakavc1avcCsttsstssavcCsttsstssstszdinfdrefstblstsddrefstblstsdavc1drefstblstsdmp4aesdssttsstszstscftypmdatmoovmvhdhdlrminfsmhddinfhdlrminfvmhddinfmdatmoovmvhdudtamdhdhdlrminfsmhdmdhdhdlrminfvmhdmdiamdhdhdlrminfminfsmhddinfdrefminfvmhddinfdrefmoovmvhdudtaSDLNmp4aesdssttsstszmvhdudtaSDLNsmrdsmhddinfdrefstblsmrdsmtatraktkhdsmtatraktkhdmdiastblstsdavc1avcCstblstsdmp4aesdsstcotraktkhdmdiastscstcotraktkhdstsdavc1avcCsttsstsdmp4aesdssttsstssstszstscstcostszstscstcotraksttsstssstszstscsttsstszstscstcotkhdmdiamdhdhdlrtraktkhdmdiamdhdudtaSDLNsmrdsmtavmhddinfdrefstbl
GalaxyS5_ORIGINAL;{'model': 'GalaxyS5', 'processing': 'ORIGINAL'};3;SDLNsmrdavc1avcCavcCsttsdinfdrefdrefstblesdssttsftypmdathdlrkeyshdlrminfilsttrakkeysilstmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdudtasmhddinfsmrdsmtasmtametastblstsdstcotrakstscstcostsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdudtaSDLNvmhddinf;SDLNsmrdsmtaavc1avcCsttsavcCsttsstssdinfdrefstbldrefstblstsdesdssttsstszftypmdatmoovhdlrkeysilsthdlrminfsmhdhdlrminfvmhdilsttraktkhdkeysilsttrakmdatmoovmvhdmdhdhdlrminfmdiamdhdhdlrmetahdlrkeysminfsmhddinfminfvmhddinfmoovmvhdudtamp4aesdssttsmvhdudtaSDLNsmhddinfdrefsmrdsmtametasmtametahdlrstblstsdavc1stblstsdmp4astcotraktkhdstscstcotrakstsdavc1avcCstsdmp4aesdsstssstszstscstszstscstcosttsstssstszsttsstszstsctkhdmdiamdhdtraktkhdmdiaudtaSDLNsmrdvmhddinfdref;SDLNsmrdsmtametaavc1avcCsttsstssavcCsttsstssstszdinfdrefstblstsddrefstblstsdavc1drefstblstsdmp4aesdssttsstszstscftypmdatmoovmvhdhdlrkeysilsttrakhdlrminfsmhddinfhdlrminfvmhddinfilsttraktkhdmdiakeysilsttraktkhdmdatmoovmvhdudtamdhdhdlrminfsmhdmdhdhdlrminfvmhdmdiamdhdhdlrminfmetahdlrkeysilstminfsmhddinfdrefminfvmhddinfdrefmoovmvhdudtaSDLNmp4aesdssttsstszmvhdudtaSDLNsmrdsmhddinfdrefstblsmrdsmtametahdlrsmtametahdlrkeysstblstsdavc1avcCstblstsdmp4aesdsstcotraktkhdmdiastscstcotraktkhdstsdavc1avcCsttsstsdmp4aesdssttsstssstszstscstcostszstscstcotraksttsstssstszstscsttsstszstscstcotkhdmdiamdhdhdlrtraktkhdmdiamdhdudtaSDLNsmrdsmtavmhddinfdrefstbl
GalaxyTab3_ORIGINAL;{'model': 'GalaxyTab3', 'processing': 'ORIGINAL'};3;SDLNsmrdavc1avcCavcCsttsdinfdrefdrefstblesdssttsftypmdathdlrminfmdatmoovmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdudtasmhddinfsmrdsmtasmtatrakstblstsdstcotrakstscstcostsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdudtaSDLNvmhddinf;SDLNsmrdsmtaavc1avcCsttsavcCsttsstssdinfdrefstbldrefstblstsdesdssttsstszftypmdatmoovhdlrminfsmhdhdlrminfvmhdmdatmoovmvhdmdhdhdlrminfmdiamdhdhdlrminfsmhddinfminfvmhddinfmoovmvhdudtamp4aesdssttsmvhdudtaSDLNsmhddinfdrefsmrdsmtatraksmtatraktkhdstblstsdavc1stblstsdmp4astcotraktkhdstscstcotrakstsdavc1avcCstsdmp4aesdsstssstszstscstszstscstcosttsstssstszsttsstszstsctkhdmdiamdhdtraktkhdmdiaudtaSDLNsmrdvmhddinfdref;SDLNsmrdsmtatrakavc1avcCsttsstssavcCsttsstssstszdinfdrefstblstsddrefstblstsdavc1drefstblstsdmp4aesdssttsstszstscftypmdatmoovmvhdhdlrminfsmhddinfhdlrminfvmhddinfmdatmoovmvhdudtamdhdhdlrminfsmhdmdhdhdlrminfvmhdmdiamdhdhdlrminfminfsmhddinfdrefminfvmhddinfdrefmoovmvhdudtaSDLNmp4aesdssttsstszmvhdudtaSDLNsmrdsmhddinfdrefstblsmrdsmtatraktkhdsmtatraktkhdmdiastblstsdavc1avcCstblstsdmp4aesdsstcotraktkhdmdiastscstcotraktkhdstsdavc1avcCsttsstsdmp4aesdssttsstssstszstscstcostszstscstcotraksttsstssstszstscsttsstszstscstcotkhdmdiamdhdhdlrtraktkhdmdiamdhdudtaSDLNsmrdsmtavmhddinfdrefstbl
GalaxyTabA_ORIGINAL;{'model': 'GalaxyTabA', 'processing': 'ORIGINAL'};3;SDLNsmrdavc1avcCavcCsttsdinfdrefdrefstblesdssttsftypmdathdlrminfmdatmoovmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdudtasmhddinfsmrd©xyzsmtatrakstblstsdstcotrakstscstcostsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdudtaSDLNvmhddinf©xyzsmta;SDLNsmrd©xyzavc1avcCsttsavcCsttsstssdinfdrefstbldrefstblstsdesdssttsstszftypmdatmoovhdlrminfsmhdhdlrminfvmhdmdatmoovmvhdmdhdhdlrminfmdiamdhdhdlrminfsmhddinfminfvmhddinfmoovmvhdudtamp4aesdssttsmvhdudtaSDLNsmhddinfdrefsmrd©xyzsmtasmtatraktkhdstblstsdavc1stblstsdmp4astcotraktkhdstscstcotrakstsdavc1avcCstsdmp4aesdsstssstszstscstszstscstcosttsstssstszsttsstszstsctkhdmdiamdhdtraktkhdmdiaudtaSDLNsmrdvmhddinfdref©xyzsmtatrak;SDLNsmrd©xyzsmtaavc1avcCsttsstssavcCsttsstssstszdinfdrefstblstsddrefstblstsdavc1drefstblstsdmp4aesdssttsstszstscftypmdatmoovmvhdhdlrminfsmhddinfhdlrminfvmhddinfmdatmoovmvhdudtamdhdhdlrminfsmhdmdhdhdlrminfvmhdmdiamdhdhdlrminfminfsmhddinfdrefminfvmhddinfdrefmoovmvhdudtaSDLNmp4aesdssttsstszmvhdudtaSDLNsmrdsmhddinfdrefstblsmrd©xyzsmtatraksmtatraktkhdmdiastblstsdavc1avcCstblstsdmp4aesdsstcotraktkhdmdiastscstcotraktkhdstsdavc1avcCsttsstsdmp4aesdssttsstssstszstscstcostszstscstcotraksttsstssstszstscsttsstszstscstcotkhdmdiamdhdhdlrtraktkhdmdiamdhdudtaSDLNsmrd©xyzvmhddinfdrefstbl©xyzsmtatraktkhd
GalaxyTrendPlus_ORIGINAL;{'model': 'GalaxyTrendPlus', 'processing': 'ORIGINAL'};3;avc1avcCavcCsttsdinfdrefdrefstblesdssttsftypmdathdlrminfmdatmoovmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdudtasmhddinfsmrdsmtasmtatrakstblstsdstcotrakstscstcostsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdudtasmrdvmhddinf;avc1avcCsttsavcCsttsstssdinfdrefstbldrefstblstsdesdssttsstszftypmdatmoovhdlrminfsmhdhdlrminfvmhdmdatmoovmvhdmdhdhdlrminfmdiamdhdhdlrminfsmhddinfminfvmhddinfmoovmvhdudtamp4aesdssttsmvhdudtasmrdsmhddinfdrefsmrdsmtatraksmtatraktkhdstblstsdavc1stblstsdmp4astcotraktkhdstscstcotrakstsdavc1avcCstsdmp4aesdsstssstszstscstszstscstcosttsstssstszsttsstszstsctkhdmdiamdhdtraktkhdmdiaudtasmrdsmtavmhddinfdref;avc1avcCsttsstssavcCsttsstssstszdinfdrefstblstsddrefstblstsdavc1drefstblstsdmp4aesdssttsstszstscftypmdatmoovmvhdhdlrminfsmhddinfhdlrminfvmhddinfmdatmoovmvhdudtamdhdhdlrminfsmhdmdhdhdlrminfvmhdmdiamdhdhdlrminfminfsmhddinfdrefminfvmhddinfdrefmoovmvhdudtasmrdmp4aesdssttsstszmvhdudtasmrdsmtasmhddinfdrefstblsmrdsmtatraktkhdsmtatraktkhdmdiastblstsdavc1avcCstblstsdmp4aesdsstcotraktkhdmdiastscstcotraktkhdstsdavc1avcCsttsstsdmp4aesdssttsstssstszstscstcostszstscstcotraksttsstssstszstscsttsstszstscstcotkhdmdiamdhdhdlrtraktkhdmdiamdhdudtasmrdsmtatrakvmhddinfdrefstbl
XperiaZ1Compact_ORIGINAL;{'model': 'XperiaZ1Compact', 'processing': 'ORIGINAL'};3;avc1avcCavcCpaspco64freedinfdrefdrefstblfreemdatftypmoovhdlrminfmdatuuidmdhdhdlrmdiamdhdminfvmhdmoovmvhdmvhdtrakpaspsttsstblstsdstscco64stsdavc1stssstszstszstscsttsstsstkhdmdiatraktkhduuiduuidvmhddinf;avc1avcCpaspavcCpaspsttsco64freemdatdinfdrefstbldrefstblstsdfreemdatuuidftypmoovmvhdhdlrminfvmhdmdatuuiduuidmdhdhdlrminfmdiamdhdhdlrminfvmhddinfmoovmvhdtrakmvhdtraktkhdpaspsttsstssstblstsdavc1stscco64freestsdavc1avcCstssstszstscstszstscco64sttsstssstsztkhdmdiamdhdtraktkhdmdiavmhddinfdref;avc1avcCpaspsttsavcCpaspsttsstssco64freemdatuuiddinfdrefstblstsddrefstblstsdavc1freemdatuuiduuidftypmoovmvhdtrakhdlrminfvmhddinfmdhdhdlrminfvmhdmdiamdhdhdlrminfminfvmhddinfdrefmoovmvhdtraktkhdmvhdtraktkhdmdiapaspsttsstssstszstblstsdavc1avcCstscco64freemdatstsdavc1avcCpaspstssstszstscco64stszstscco64freesttsstssstszstsctkhdmdiamdhdhdlrtraktkhdmdiamdhdvmhddinfdrefstbl
Ridge4G_ORIGINAL;{'model': 'Ridge4G', 'processing': 'ORIGINAL'};3;avc1avcCavcCpaspdinfdrefdrefstblesdssttsfreemdatftypmoovhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcofreestcotrakstscstcostsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdvmhddinf;avc1avcCpaspavcCpaspsttsdinfdrefstbldrefstblstsdesdssttsstszftypmoovmvhdhdlrminfsmhdhdlrminfvmhdmdhdhdlrminfmdiamdhdhdlrminfsmhddinfminfvmhddinfmoovmvhdtrakmp4aesdssttsmvhdtraktkhdpaspsttsstsssmhddinfdrefstblstsdavc1stblstsdmp4astcofreemdatstcotraktkhdstscstcofreestscstcotrakstsdavc1avcCstsdmp4aesdsstssstszstscstszstscstcosttsstssstszsttsstszstsctkhdmdiamdhdtraktkhdmdiavmhddinfdref;avc1avcCpaspsttsavcCpaspsttsstssdinfdrefstblstsddrefstblstsdavc1drefstblstsdmp4aesdssttsstszstscftypmoovmvhdtrakhdlrminfsmhddinfhdlrminfvmhddinfmdhdhdlrminfsmhdmdhdhdlrminfvmhdmdiamdhdhdlrminfminfsmhddinfdrefminfvmhddinfdrefmoovmvhdtraktkhdmp4aesdssttsstszmvhdtraktkhdmdiapaspsttsstssstszsmhddinfdrefstblstblstsdavc1avcCstblstsdmp4aesdsstcotraktkhdmdiastscstcofreemdatstscstcotraktkhdstsdavc1avcCpaspstsdmp4aesdssttsstssstszstscstcostszstscstcofreestszstscstcotraksttsstssstszstscsttsstszstscstcotkhdmdiamdhdhdlrtraktkhdmdiamdhdvmhddinfdrefstbl
RedmiNote3_ORIGINAL;{'model': 'RedmiNote3', 'processing': 'ORIGINAL'};3;avc1avcCavcCpaspdinfdrefdrefstblesdssttsfreemdatftypmoovhdlrkeyshdlrminfilsttrakkeysilstmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdmetamvhdudtapaspsttssmhddinfstblstsdstcofreestcotrakstscstcostsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdudta©xyzvmhddinf©xyzmeta;avc1avcCpaspavcCpaspsttsdinfdrefstbldrefstblstsdesdssttsstszftypmoovmvhdhdlrkeysilsthdlrminfsmhdhdlrminfvmhdilsttraktkhdkeysilsttrakmdhdhdlrminfmdiamdhdhdlrmetahdlrkeysminfsmhddinfminfvmhddinfmoovmvhdmetamoovmvhdudtamp4aesdssttsmvhdmetahdlrmvhdudta©xyzpaspsttsstsssmhddinfdrefstblstsdavc1stblstsdmp4astcofreemdatstcotraktkhdstscstcofreestscstcotrakstsdavc1avcCstsdmp4aesdsstssstszstscstszstscstcosttsstssstszsttsstszstsctkhdmdiamdhdtraktkhdmdiaudta©xyzmetavmhddinfdref©xyzmetahdlr;avc1avcCpaspsttsavcCpaspsttsstssdinfdrefstblstsddrefstblstsdavc1drefstblstsdmp4aesdssttsstszstscftypmoovmvhdmetaftypmoovmvhdudtahdlrkeysilsttrakhdlrminfsmhddinfhdlrminfvmhddinfilsttraktkhdmdiakeysilsttraktkhdmdhdhdlrminfsmhdmdhdhdlrminfvmhdmdiamdhdhdlrminfmetahdlrkeysilstminfsmhddinfdrefminfvmhddinfdrefmoovmvhdmetahdlrmoovmvhdudta©xyzmp4aesdssttsstszmvhdmetahdlrkeysmvhdudta©xyzmetapaspsttsstssstszsmhddinfdrefstblstblstsdavc1avcCstblstsdmp4aesdsstcotraktkhdmdiastscstcofreemdatstscstcotraktkhdstsdavc1avcCpaspstsdmp4aesdssttsstssstszstscstcostszstscstcofreestszstscstcotraksttsstssstszstscsttsstszstscstcotkhdmdiamdhdhdlrtraktkhdmdiamdhdudta©xyzmetahdlrvmhddinfdrefstbl©xyzmetahdlrkeys
D01_ORIGINAL;{'id': 'D01', 'processing': 'ORIGINAL'};3;avc1avcCavcCsttsdinfdrefdrefstblesdssttsftypmdathdlrminfmdatmoovmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdudtasmhddinfsmrdsmtasmtatrakstblstsdstcotrakstscstcostsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdudtasmrdvmhddinf;avc1avcCsttsavcCsttsstssdinfdrefstbldrefstblstsdesdssttsstszftypmdatmoovhdlrminfsmhdhdlrminfvmhdmdatmoovmvhdmdhdhdlrminfmdiamdhdhdlrminfsmhddinfminfvmhddinfmoovmvhdudtamp4aesdssttsmvhdudtasmrdsmhddinfdrefsmrdsmtatraksmtatraktkhdstblstsdavc1stblstsdmp4astcotraktkhdstscstcotrakstsdavc1avcCstsdmp4aesdsstssstszstscstszstscstcosttsstssstszsttsstszstsctkhdmdiamdhdtraktkhdmdiaudtasmrdsmtavmhddinfdref;avc1avcCsttsstssavcCsttsstssstszdinfdrefstblstsddrefstblstsdavc1drefstblstsdmp4aesdssttsstszstscftypmdatmoovmvhdhdlrminfsmhddinfhdlrminfvmhddinfmdatmoovmvhdudtamdhdhdlrminfsmhdmdhdhdlrminfvmhdmdiamdhdhdlrminfminfsmhddinfdrefminfvmhddinfdrefmoovmvhdudtasmrdmp4aesdssttsstszmvhdudtasmrdsmtasmhddinfdrefstblsmrdsmtatraktkhdsmtatraktkhdmdiastblstsdavc1avcCstblstsdmp4aesdsstcotraktkhdmdiastscstcotraktkhdstsdavc1avcCsttsstsdmp4aesdssttsstssstszstscstcostszstscstcotraksttsstssstszstscsttsstszstscstcotkhdmdiamdhdhdlrtraktkhdmdiamdhdudtasmrdsmtatrakvmhddinfdrefstbl
D02_ORIGINAL;{'id': 'D02', 'processing': 'ORIGINAL'};3;avc1avcCavcCcolrchanwavecolrsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemetafrmamp4aftypwidehdlrdinfhdlrkeyshdlrminfilstfreeilsttrakkeysilstmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4achanmp4aesdsmvhdtraksdtpstscsmhdhdlrstblstsdstcometastcoudtastscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstaptedtstkhdedtstkhdtapttraktkhdudta©modvmhdhdlrwavefrmawidemdat©day©mak©day©xyz©makfree©mod©swr©swr©day©xyz©mak;avc1avcCcolravcCcolrsttschanwavefrmacolrsttsstssdinfdrefstbldrefstblstsdedtselstmdiaelstmdiamdhdesdssttsstscfreemetahdlrfrmamp4aesdsftypwidemdathdlrdinfdrefhdlrkeysilsthdlrminfsmhdhdlrminfvmhdilsttraktkhdkeysilstfreekeysilsttrakmdatmoovmvhdmdhdhdlrminfmdiamdhdhdlrmetahdlrkeysminfsmhdhdlrminfvmhdhdlrmoovmvhdtrakmp4achanwavemp4aesdssttsmvhdtraktkhdsdtpstscstszsmhdhdlrdinfstblstsdavc1stblstsdmp4astcometahdlrstcoudta©modstscstszstcostsdavc1avcCstsdmp4achanstsssdtpstscstszstcometastszstcoudtasttsstscstszsttsstsssdtptaptedtselsttkhdedtselsttkhdtaptedtstraktkhdedtstraktkhdtaptudta©mod©swrvmhdhdlrdinfwavefrmamp4awidemdatmoov©day©makfree©day©xyz©mak©makfreemeta©mod©swr©day©swr©day©mak©swr©day©xyz©xyz©makfree;avc1avcCcolrsttsavcCcolrsttsstsschanwavefrmamp4acolrsttsstsssdtpdinfdrefstblstsddrefstblstsdavc1drefstblstsdmp4aedtselstmdiamdhdelstmdiamdhdhdlresdssttsstscstszfreemetahdlrkeysfrmamp4aesdssttsftypwidemdatmoovhdlrdinfdrefstblhdlrkeysilstfreehdlrkeysilsttrakhdlrminfsmhdhdlrhdlrminfvmhdhdlrilsttraktkhdedtskeysilsttraktkhdmdatmoovmvhdtrakmdhdhdlrminfsmhdmdhdhdlrminfvmhdmdiamdhdhdlrminfmetahdlrkeysilstminfsmhdhdlrdinfminfvmhdhdlrdinfmoovmvhdtraktkhdmp4achanwavefrmamp4aesdssttsstscmvhdtraktkhdtaptsdtpstscstszstcosmhdhdlrdinfdrefstblstsdavc1avcCstblstsdmp4achanstcometahdlrkeysstcoudta©mod©swrstscstszstcometastscstszstcoudtastsdavc1avcCcolrstsdmp4achanwavestsssdtpstscstszstszstcometahdlrstszstcoudta©modsttsstscstszstcosttsstsssdtpstsctaptedtselstmdiatkhdedtselstmdiatkhdtaptedtselsttraktkhdedtselsttraktkhdtaptedtsudta©mod©swr©dayvmhdhdlrdinfdrefwavefrmamp4aesdswidemdatmoovmvhd©day©makfreemeta©day©xyz©makfree©makfreemetahdlr©mod©swr©day©mak©mod©swr©day©xyz©swr©day©makfree©swr©day©xyz©mak©xyz©makfreemeta
D03_ORIGINAL;{'id': 'D03', 'processing': 'ORIGINAL'};3;avc1avcCavcCpaspco64freeco64trakdinfdrefdrefstblesdssttsfreemdatftypmoovhdlrkeyshdlrminfilsttrakkeysilstmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdmetapaspsttssmhddinfstblstsdstscco64stsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdvmhddinf;avc1avcCpaspavcCpaspsttsco64freemdatco64traktkhddinfdrefstbldrefstblstsdesdssttsstszftypmoovmvhdhdlrkeysilsthdlrminfsmhdhdlrminfvmhdilsttraktkhdkeysilsttrakmdhdhdlrminfmdiamdhdhdlrmetahdlrkeysminfsmhddinfminfvmhddinfmoovmvhdmetamp4aesdssttsmvhdmetahdlrpaspsttsstsssmhddinfdrefstblstsdavc1stblstsdmp4astscco64freestscco64trakstsdavc1avcCstsdmp4aesdsstssstszstscstszstscco64sttsstssstszsttsstszstsctkhdmdiamdhdtraktkhdmdiavmhddinfdref;avc1avcCpaspsttsavcCpaspsttsstssco64traktkhdmdiadinfdrefstblstsddrefstblstsdavc1drefstblstsdmp4aesdssttsstszstscftypmoovmvhdmetahdlrkeysilsttrakhdlrminfsmhddinfhdlrminfvmhddinfilsttraktkhdmdiakeysilsttraktkhdmdhdhdlrminfsmhdmdhdhdlrminfvmhdmdiamdhdhdlrminfmetahdlrkeysilstminfsmhddinfdrefminfvmhddinfdrefmoovmvhdmetahdlrmp4aesdssttsstszmvhdmetahdlrkeyspaspsttsstssstszsmhddinfdrefstblstblstsdavc1avcCstblstsdmp4aesdsstscco64freemdatstscco64traktkhdstsdavc1avcCpaspstsdmp4aesdssttsstssstszstscco64stszstscco64freestszstscco64traksttsstssstszstscsttsstszstscco64tkhdmdiamdhdhdlrtraktkhdmdiamdhdvmhddinfdrefstbl
D04_ORIGINAL;{'id': 'D04', 'processing': 'ORIGINAL'};3;authtrakavc1avcCavcCpaspdinfdrefdrefstblesdssttsfreemdatftypmoovhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdudtapaspsttssmhddinfstblstsdstcofreestcotrakstscstcostsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdudtaauthvmhddinf;authtraktkhdavc1avcCpaspavcCpaspsttsdinfdrefstbldrefstblstsdesdssttsstszftypmoovmvhdhdlrminfsmhdhdlrminfvmhdmdhdhdlrminfmdiamdhdhdlrminfsmhddinfminfvmhddinfmoovmvhdudtamp4aesdssttsmvhdudtaauthpaspsttsstsssmhddinfdrefstblstsdavc1stblstsdmp4astcofreemdatstcotraktkhdstscstcofreestscstcotrakstsdavc1avcCstsdmp4aesdsstssstszstscstszstscstcosttsstssstszsttsstszstsctkhdmdiamdhdtraktkhdmdiaudtaauthtrakvmhddinfdref;authtraktkhdmdiaavc1avcCpaspsttsavcCpaspsttsstssdinfdrefstblstsddrefstblstsdavc1drefstblstsdmp4aesdssttsstszstscftypmoovmvhdudtahdlrminfsmhddinfhdlrminfvmhddinfmdhdhdlrminfsmhdmdhdhdlrminfvmhdmdiamdhdhdlrminfminfsmhddinfdrefminfvmhddinfdrefmoovmvhdudtaauthmp4aesdssttsstszmvhdudtaauthtrakpaspsttsstssstszsmhddinfdrefstblstblstsdavc1avcCstblstsdmp4aesdsstcotraktkhdmdiastscstcofreemdatstscstcotraktkhdstsdavc1avcCpaspstsdmp4aesdssttsstssstszstscstcostszstscstcofreestszstscstcotraksttsstssstszstscsttsstszstscstcotkhdmdiamdhdhdlrtraktkhdmdiamdhdudtaauthtraktkhdvmhddinfdrefstbl
