path;db_name;id;brand;model;content_source;content_type;media_type;processing;tampering
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\indoorWA\D01_V_indoorWA_move_0002.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;INDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\indoorWA\D01_V_indoorWA_panrot_0001.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;INDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\indoorWA\D01_V_indoorWA_panrot_0002.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;INDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\indoorWA\D01_V_indoorWA_still_0001.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;INDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\indoorWA\D01_V_indoorWA_still_0002.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;INDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\indoorYT\D01_V_indoorYT_move_0001.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;INDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\indoorYT\D01_V_indoorYT_move_0002.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;INDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\indoorYT\D01_V_indoorYT_panrot_0001.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;INDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\indoorYT\D01_V_indoorYT_panrot_0002.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;INDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\indoorYT\D01_V_indoorYT_still_0001.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;INDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\indoorYT\D01_V_indoorYT_still_0002.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;INDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoor\D01_V_outdoor_move_0001.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoor\D01_V_outdoor_move_0002.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoor\D01_V_outdoor_move_0003.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoor\D01_V_outdoor_move_0004.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoor\D01_V_outdoor_panrot_0001.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoor\D01_V_outdoor_panrot_0002.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoor\D01_V_outdoor_panrot_0003.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoor\D01_V_outdoor_panrot_0004.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoor\D01_V_outdoor_still_0001.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoor\D01_V_outdoor_still_0002.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoor\D01_V_outdoor_still_0003.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoor\D01_V_outdoor_still_0004.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorWA\D01_V_outdoorWA_move_0001.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorWA\D01_V_outdoorWA_move_0002.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorWA\D01_V_outdoorWA_move_0003.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorWA\D01_V_outdoorWA_move_0004.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorWA\D01_V_outdoorWA_panrot_0001.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorWA\D01_V_outdoorWA_panrot_0002.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorWA\D01_V_outdoorWA_panrot_0003.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorWA\D01_V_outdoorWA_panrot_0004.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorWA\D01_V_outdoorWA_still_0001.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorWA\D01_V_outdoorWA_still_0002.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorWA\D01_V_outdoorWA_still_0003.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorWA\D01_V_outdoorWA_still_0004.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorYT\D01_V_outdoorYT_panrot_0001.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorYT\D01_V_outdoorYT_panrot_0002.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorYT\D01_V_outdoorYT_panrot_0003.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorYT\D01_V_outdoorYT_still_0001.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorYT\D01_V_outdoorYT_still_0002.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D01_Samsung_GalaxyS3Mini\videos\outdoorYT\D01_V_outdoorYT_still_0003.mp4;VISION;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\flat\D02_V_flat_move_0001.mov;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;FLAT;MOV;ORIGINAL;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\flat\D02_V_flat_move_0002.mov;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;FLAT;MOV;ORIGINAL;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\flat\D02_V_flat_panrot_0001.mov;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;FLAT;MOV;ORIGINAL;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\flat\D02_V_flat_still_0001.mov;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;FLAT;MOV;ORIGINAL;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\flatWA\D02_V_flatWA_move_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;FLAT;MP4;WHATSAPP;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\flatWA\D02_V_flatWA_move_0002.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;FLAT;MP4;WHATSAPP;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\flatWA\D02_V_flatWA_panrot_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;FLAT;MP4;WHATSAPP;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\flatWA\D02_V_flatWA_still_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;FLAT;MP4;WHATSAPP;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\flatYT\D02_V_flatYT_move_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;FLAT;MP4;YOUTUBE;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\flatYT\D02_V_flatYT_move_0002.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;FLAT;MP4;YOUTUBE;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\flatYT\D02_V_flatYT_panrot_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;FLAT;MP4;YOUTUBE;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\flatYT\D02_V_flatYT_still_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;FLAT;MP4;YOUTUBE;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\indoor\D02_V_indoor_move_0001.mov;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;INDOOR;MOV;ORIGINAL;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\indoor\D02_V_indoor_panrot_0001.mov;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;INDOOR;MOV;ORIGINAL;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\indoor\D02_V_indoor_still_0001.mov;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;INDOOR;MOV;ORIGINAL;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\indoorWA\D02_V_indoorWA_move_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;INDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\indoorWA\D02_V_indoorWA_panrot_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;INDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\indoorWA\D02_V_indoorWA_still_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;INDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\indoorYT\D02_V_indoorYT_move_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;INDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\indoorYT\D02_V_indoorYT_panrot_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;INDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\indoorYT\D02_V_indoorYT_still_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;INDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoor\D02_V_outdoor_move_0001.mov;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MOV;ORIGINAL;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoor\D02_V_outdoor_panrot_0001.mov;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MOV;ORIGINAL;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoor\D02_V_outdoor_panrot_0002.mov;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MOV;ORIGINAL;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoor\D02_V_outdoor_still_0001.mov;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MOV;ORIGINAL;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoor\D02_V_outdoor_still_0002.mov;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MOV;ORIGINAL;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoor\D02_V_outdoor_still_0003.mov;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MOV;ORIGINAL;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoorWA\D02_V_outdoorWA_move_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoorWA\D02_V_outdoorWA_panrot_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoorWA\D02_V_outdoorWA_panrot_0002.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoorWA\D02_V_outdoorWA_still_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoorWA\D02_V_outdoorWA_still_0002.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoorWA\D02_V_outdoorWA_still_0003.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoorYT\D02_V_outdoorYT_move_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoorYT\D02_V_outdoorYT_panrot_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoorYT\D02_V_outdoorYT_panrot_0002.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoorYT\D02_V_outdoorYT_still_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoorYT\D02_V_outdoorYT_still_0002.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D02_Apple_iPhone4s\videos\outdoorYT\D02_V_outdoorYT_still_0003.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flat\D03_V_flat_move_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;ORIGINAL;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flat\D03_V_flat_move_0002.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;ORIGINAL;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flat\D03_V_flat_move_0003.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;ORIGINAL;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flat\D03_V_flat_panrot_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;ORIGINAL;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flat\D03_V_flat_panrot_0002.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;ORIGINAL;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flat\D03_V_flat_still_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;ORIGINAL;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flat\D03_V_flat_still_0002.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;ORIGINAL;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flatWA\D03_V_flatWA_move_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;WHATSAPP;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flatWA\D03_V_flatWA_move_0002.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;WHATSAPP;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flatWA\D03_V_flatWA_move_0003.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;WHATSAPP;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flatWA\D03_V_flatWA_panrot_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;WHATSAPP;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flatWA\D03_V_flatWA_panrot_0002.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;WHATSAPP;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flatWA\D03_V_flatWA_still_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;WHATSAPP;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flatWA\D03_V_flatWA_still_0002.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;WHATSAPP;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flatYT\D03_V_flatYT_move_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;YOUTUBE;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flatYT\D03_V_flatYT_move_0002.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;YOUTUBE;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flatYT\D03_V_flatYT_move_0003.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;YOUTUBE;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flatYT\D03_V_flatYT_panrot_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;YOUTUBE;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flatYT\D03_V_flatYT_panrot_0002.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;YOUTUBE;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flatYT\D03_V_flatYT_still_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;YOUTUBE;NONE
D:\MA\VISION\D03_Huawei_P9\videos\flatYT\D03_V_flatYT_still_0002.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;YOUTUBE;NONE
D:\MA\VISION\D03_Huawei_P9\videos\indoor\D03_V_indoor_move_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;INDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D03_Huawei_P9\videos\indoor\D03_V_indoor_move_0002.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;INDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D03_Huawei_P9\videos\indoor\D03_V_indoor_panrot_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;INDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D03_Huawei_P9\videos\indoor\D03_V_indoor_panrot_0002.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;INDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D03_Huawei_P9\videos\indoor\D03_V_indoor_still_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;INDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D03_Huawei_P9\videos\indoor\D03_V_indoor_still_0002.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;INDOOR;MP4;ORIGINAL;NONE
D:\MA\VISION\D03_Huawei_P9\videos\indoorWA\D03_V_indoorWA_move_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;INDOOR;MP4;WHATSAPP;NONE
D:\MA\VISION\D03_Huawei_P9\videos\indoorWA\D03_V_indoorWA_move_0002.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;INDOOR;MP4;WHATSAPP;NONE
